ID-ES,TERM-ES,,ID,TERM,Qualifier,,FINAL DEFINITION,BIBLIOGRAPHY,SYNONYMS,Observations,"OTRAS OBSERV
"
112,Cachemira de seda ,,112,Silk cashmere,,,"A type of fabric which is soft, finely twilled and thick, finished only in one side to resemble or seem cashmere. It can be made from rayon, silk or may have a silk warp and a worsted filling.","Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014",cashmere rayon,,
113,Cadarzo ,,113,Floss,fibre,,"n. Probably an adoption of some form of Old French ""flosche"". It refers to the waste silk from the outer layers of cocoons.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.","spun silk, bourrette",,
115,Cairel,,115,Picot,,,"n. A borrowing from the French. It is an ornamental loop which projects from the edge of the fabric, sometimes it has tassels. ","Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972; Simpson, John; Weiner, Edmund (eds);  The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]","bead, bead edge, loop selvage, pearl edge, picot edge",,
396,Calada,,396,Shed,,,"n. From the Old-Middle English ""schad"". The path across the warp in the loom, that is, the opening made between the threads of the warp by the motion of the heddles for the shuttle to pass through.","Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
117,Calicut ,,117,Calico,,,"n. The name of the city, from ""Calicut"" is given to a thin cotton tabby fabric with a printed pattern. The quality of it is determined by the texture in warp ends and filling picks.","Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972. Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com] Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",,,
118,Calquier ,,118,Calquier,,,"n. A silk taffeta, from East India, woven with printed yarn. Also it can be woven with two-ply yarn with strands of different colours.","Hardouin-Fugier, Elisabeth, Bernard Berthod, and Martine Chavent-Fusaro. Les Étoffes: Dictionnaire Historique. Paris: Editions de l’amateur, 1994; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
119,Cambiante ,,119,Shot cloth,,,"n. From the Middle English ""sc(e)ot"" ""gesc(e)ot"". A type of fabric in which yarns differ in colour, and even in quality. It is done by employing warp and weft yarns dyed in different colours. The resulting effect is that those different colours predominate as the fabric is moved in the light.","Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015;  Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010","shot taffeta, changeable effect, shot, changeable silk, shot silk, changeable taffeta",,
406,Camelote,,406,Camlet,,,"n. From the Middle English ""chamlyt"" ""chamelet"", and the French ""chamelet"" ""camelot"". The term was applied to a fabric of Asian origin, from the original name from Arabic, referring to the pile or nap. Firstly, it was suposed to be made from camel hair and silk, but from the 16th and 17th centuries is made with angora goat's wool and silk.  ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989 [www.oed.com] Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015. Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010","camblet, camelot, camlett, chamblette",,
120,Camelote de aguas ,,120,Watered Camlet,,,n. A camlet with a wavy or watered surface.,"Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015. Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010.",moiré camlet,,
121,Camelote de flores ,,121,Flowered Camlet,,,"n. A camlet fabric with figurative flowers in the surface, obtained through a process of warm press.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989 [www.oed.com] Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015; Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010",,,
122,Camelote de seda ,,122,Silk camlet,,,"n. From the Middle English ""chamlyt"" ""chamelet"", and the French ""chamelet"" ""camelot"". It refers to a textile or fabric with floss warp and weft in tabby weave.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015;  Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010.",,,
,,,,,,,,,,,
212,Camino a retorno,,212,Reverse comber unit,,,"Any comber unit (in a drawnloom, the section of the comber board, necking cords, and leashes taht controls one pattern unit in the width of a figured textile) whose ends are connected to the control cords in reverse order to their numbering. ","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
145,Camino seguido,,145,Straight comber unit,,,"Any comber unit (in a drawnloom, the section of the comber board, necking cords, and leashes taht controls one pattern unit in the width of a figured textile) whose ends are connected to the control cords in order to their numbering. ","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
124,Camocán ,,124,Camocas,,,"n. From the French ""camocas"" and the Persian ""kamẖā"". It refers to a luxurious silk fabric, tamed, fine and shiny, sometimes woven with gold thread, sometimes decorated with birds and geometric drawings, which was used from the fourteenth to the eighteenth century for dressings of talar and covered with luxurious beds.","Nash, Susie. “The Parement De Narbonne: Context and Technique.” The Fabric of Images, Ed C. Villers, 2000",,,
125,Cancania ,,125,Cancanias,,,n. From East Indian. A silk warp-striped fabric (with a satin weave).,"Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014",,,
127,Canilla ,,127,Bobbin,,,"n. From the French ""bobine"". The article or device, mainly a tube of wood paper or any other material, upon which the filling yarn (the weft) is wound. It is set around the spindle shank of the bobbin, and then is set into place in the shuttle. ","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972;  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.Simpson, John; Weiner, Edmund (eds); The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com","pirn, quill",,
,,,,,,,,,,,
281,Cántara,,281,Pulley box,,,"n. In a drawloom, a box frame suspended over the loom containing the pulleys used to adjust the vertical looped strings. Over those pulleys, the cords run, permitting their extension to the side of the loom. ","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989; [www.oed.com]",,,
128,Canutillo ,,128,Spiral thread,,,"n. It refers to a metal thread, curly, or twisted used in weaving.",,,,
129,Canutillo ,,129,Small tube,,,"It refers to a hollow, rounded, narrow tube of metal, glass, etc. used for embroidery.
","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014",,,
130,Canutillo ,,130,Canutillo,,,"A term formed within English, by derivation. It is a term used, generally, to identify and describe textiles with marked ribs widthwise, parallels to the filling.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds);  The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York: Oxford University Press, 1989 [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
131,Capichola ,,131,Copichola,,,n. A thin and ribbed silk fabric following the form of lace.,"Phipps, Elena. ‘New Textiles in a New World: 18th Century Textile Samples from the Viceregal Americas.’, 2014, 16. Gasch-Tomás, José Luis. The Atlantic World and the Manila Galleons: Circulation, Market, and Consumption of Asian Goods in the Spanish Empire, 1565-1650. Leiden ; Boston : Brill, [2018] Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014.",,,
132,Capullo ,,132,Coccoon,,,"n. From the French ""cocon"" ""coucon"" which derives from ""coque"" meaning shell. It is the oval envelope, case, or shell that a larva or worm spuns around itself as a protective covering meanwhile the caterpillar inside develops into an adult moth, passing the pupal stage. The common dimension is about 1 inch, that is, 2.5 cm. They are used to be white, yellow or brown. The Leidoptera species' coccons are the usual sources of silk.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York: Oxford University Press, 1989 [www.oed.com] Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
133,Capullo ,,133,Bourrette,,,"n. This term is derived from the French ""bourré"". A textile woven with bourrette yarn. ","CIETA. Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015. Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972. Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
648,Cárcola,,648,Treadle,,,"n. From the Old English ""tredel"" ""tredyl"" ""tredylle"". It is a part of a loom, a foot pedal which is activated and operated by the weaver to raise or lower one or more shafts in a shaft loom.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980. Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York: Oxford University Press, 1989. [www.oed.com] Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
134,Carmesí ,,134,Crimson,colour,,"n. A termn partly from the French ""cremosin"" and partly from the Latin ""cremosinus"" ""cramacenus"" ""crimesinus"". A deep red colour, somewhat inclining towards purple. Similar of an alkaline infusion of cochineal. It is also used as an adjective.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014.",,,
135,Carmesí ,,135,Crimson,fabric,,"n. A termn partly from the French ""cremosin"" and partly from the Latin ""cremosinus"" ""cramacenus"" ""crimesinus"". A silk fabric or cloth of a deep red colour, somewhat inclining towards purple. Similar of an alkaline infusion of cochineal.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford: Clarendon Press; Oxford; New York: Oxford University Press, 1989 [www.oed.com] Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014",,,
,,,,,,,,,,,
137,Catalufa ,,137,Cataluffa,,,"n. It refers to a cloth made in Venice. A double taffeta cloth woven with linen and bourrette yarn, sometimes striped. Used for liturgical ornaments and upholstery.","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014",,,
