ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
38,Bordado de aplicación ,"Técnica decorativa empleada en el bordado que consiste en añadir y fijar a un tejido principal, o de base, fragmentos de otras telas diferentes para componer un determinado adorno. Bordado de aplicación. Técnica muy utilizada en la confección de reposteros heráldicos.",," Del lat. applicatio, -ōnis. Técnica decorativa empleada en el bordado que consiste en añadir y fijar a un tejido principal, o de base, fragmentos de otras telas diferentes para componer un determinado adorno.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.",,39,http://vocab.getty.edu/aat/300264092,87,,http://vocab.getty.edu/aat/300053646,,,,,,,,,,,,"38--Bordado de aplicación --Técnica decorativa empleada en el bordado que consiste en añadir y fijar a un tejido principal, o de base, fragmentos de otras telas diferentes para componer un determinado adorno. Bordado de aplicación. Técnica muy utilizada en la confección de reposteros heráldicos."
39,Aplicación ,,," Del lat. applicatio, -ōnis. Ornamentación ejecutada en material distinto a la base de soporte que suele aplicarse con labores de aguja. Algunas aplicaciones habituales son las lentejuelas, piedras preciosas, etc. ","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.",,38,http://vocab.getty.edu/aat/300264091,http://vocab.getty.edu/aat/300183798,,,,,,,,,,,,,,39--Aplicación --
403,Arcada,Cada uno de los cordeles que relaciona una malla con la cuerda del remo en un telar,,"De arco. Cada uno de los cordeles que relaciona una malla con la cuerda del remo en un telar. En la máquina Jacquard,  conjunto de tirantes que penden de los coletes y gobiernan las mallas provistas de mallones u ojales,  por donde pasa el hilo de urdimbre correspondiente.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Aniello Gentile, Dizionario etimologico dell'arte tessile, Napoli, 1981.",,"447, 212, 145, 409",http://vocab.getty.edu/aat/300264092,http://vocab.getty.edu/aat/300247544,,,,,,,,,,,,,,403--Arcada--Cada uno de los cordeles que relaciona una malla con la cuerda del remo en un telar
41,Arnés,"Del fr. harnais, y este del nórd. *herrnest, de herr 'ejército' y nest 'provisiones de viaje'. Conjunto de órganos de un telar, lizos y mallones destinados a accionar los hilos de urdimbre; se usa más esencialmente para designar los lizos en la fabricación de los tejidos lisos",,"Del fr. harnais, y este del nórd. herrnest, de herr 'ejército' y nest 'provisiones de viaje'. Conjunto de órganos de un telar, lizos y mallones destinados a accionar los hilos de urdimbre. Se usa principalmente para referirse a los lizos en la fabricación de los tejidos lisos.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963;",,447,http://vocab.getty.edu/aat/300264092,http://vocab.getty.edu/aat/300247544,,,,,,,,,,,,,,"41--Arnés--Del fr. harnais, y este del nórd. *herrnest, de herr 'ejército' y nest 'provisiones de viaje'. Conjunto de órganos de un telar, lizos y mallones destinados a accionar los hilos de urdimbre; se usa más esencialmente para designar los lizos en la fabricación de los tejidos lisos"
42,Arrasado ,Denominación genérica de todo tejido cuya superficie es lisa y perfectamente satinada,,Adj. Denominación genérica de todo tejido cuya superficie es lisa y perfectamente satinada. De la calidad del raso o parecido a él.,"Joaquín Domínguez, Ramón. Diccionario Nacional o gran diccionario clásico de la lengua española. Vol I-II. Madrid, 1849.; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.

",,321,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,42--Arrasado --Denominación genérica de todo tejido cuya superficie es lisa y perfectamente satinada
43,Asargado ,"Denomicación genérica de todo tejido sarga o cualquiera de sus derivados, pero especialmete utilizado para designar los tejidos de algodón con ligamento sarga de tres, de cuatro o batavia de cuatro.",,"Adj. Denominación general que se aplica a las telas que formaban finas estrías diagonales, a semejanza de la sarga, de diferentes colores, usadas para sayas, jubones, corsés, etc.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Castany Saládrigas, F. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, R., Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004.",,"367, 547",http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,"43--Asargado --Denomicación genérica de todo tejido sarga o cualquiera de sus derivados, pero especialmete utilizado para designar los tejidos de algodón con ligamento sarga de tres, de cuatro o batavia de cuatro."
44,Atafetanado ,,,Adj. Denominación que se aplica a las telas que tienen semejanza con el tafetán.,"«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004;  Moliner, M. Diccionario del Uso del Español. Gredos, 2016.",,236,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,44--Atafetanado --
47,Aterciopelado ,Denominación que toman los tejidos  que tienen superficie pilosa o que por su aspecto se parecen al terciopelo,,"Adj. Denominación que toman los tejidos que tienen superficie pilosa o que por su aspecto se parecen al terciopelo, o hechos a su semejanza.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004.",,379,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,47--Aterciopelado --Denominación que toman los tejidos  que tienen superficie pilosa o que por su aspecto se parecen al terciopelo
48,Atirelado,"De a y tirela, tela listada",,De tirela. Adj. Dicho de una tela tejida en listas.,"Joaquín Domínguez, Ramón. Diccionario Nacional o gran diccionario clásico de la lengua española. Vol I-II. Madrid, 1849.; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.

",tirela,322,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,"48--Atirelado--De a y tirela, tela listada"
49,Atisuado ,Dicho de las cintas u otros tejidos que tienen alguna semejanza con el tisú,,Adj. Dicho de las cintas u otros tejidos que tienen alguna semejanza con el tisú.,Fuente oral,,508,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,49--Atisuado --Dicho de las cintas u otros tejidos que tienen alguna semejanza con el tisú
51,Atractiva ,Tejido con urdimbre de seda granadina y tramas de seda fantasía,,Del lat. tardío attractīvus. Tejido con urdimbre de seda granadina y tramas de seda fantasía.,"Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004;",," 235, 249",http://vocab.getty.edu/aat/300264090,827,,,,,,,,,,,,,,51--Atractiva --Tejido con urdimbre de seda granadina y tramas de seda fantasía
52,Aurora ,,color,Del lat. aurōra. Color rosa dorado pálido y delicado.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 2: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794; Sanz, Juan Carlos, Gallego, Rosa. Diccionario del color. Madrid: Akal S.A., 2001. ",,,http://vocab.getty.edu/aat/300264087,649,,,,,,,,,,,,,,52--Aurora --
53,Aurora ,Color rosa dorado pálido y delicado. Tejido de seda de este color,tejido,Del lat. aurōra. Tejido de seda de este color.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015;",,,http://vocab.getty.edu/aat/300264091,827,,,,,,,,,,,,,,53--Aurora --Color rosa dorado pálido y delicado. Tejido de seda de este color
54,Austria ,"Se llama así a los tejidos, generalmente con ligamento raso de cinco, urdimbre de seda grege y trama de algodón. Generalmente usado para forros.",,"Tela con urdimbre de seda cruda y trama de algodón, generalmente con ligamento de raso cinco. Usada para forros de vestido con acabado brillante y suave. ","Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",,"213, 214, 209, 607, 237",http://vocab.getty.edu/aat/300264090,827,,,,,,,,,,,,,,"54--Austria --Se llama así a los tejidos, generalmente con ligamento raso de cinco, urdimbre de seda grege y trama de algodón. Generalmente usado para forros."
55,Azache ,Hilo obtenido del peinado y la hilatura de los desperdicios de la seda de las primeras capas del capullo después de quitada la borra.,,"Del ár. hisp. y mozár. ẖazzáč, y este del ár. ẖazz. Hilo obtenido del peinado y la hilatura de los desperdicios de la seda de las primeras capas del capullo después de quitada la borra.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; «Diccionario de Autoridades(1726-1739)». Accedido 20 de noviembre de 2018. http://web.frl.es/DA.html; 
Moliner, María. Diccionario del Uso del Español. Gredos, 2016; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.","adúcar, alducar, atanquía,  seda ocal",,http://vocab.getty.edu/aat/300264091,368,,,,,,,,,,,,,,55--Azache --Hilo obtenido del peinado y la hilatura de los desperdicios de la seda de las primeras capas del capullo después de quitada la borra.
56,Balastri,Nombre con el que se denomina en la zona de Esmirna a los mejores tejidos o brocados de oro fabricados en Venecia,,"Nombre con el que se denomina en la zona de Esmirna a los mejores tejidos o brocados de oro fabricados en Venecia.

","Terreros y Pando, Esteban. Diccionario Castellano con las voces de Ciencias y Artes, y sus correspondientes en las tres lenguas Francesa, Latina e Italiana Vol.I. Madrid: Imprenta de la viuda de Ibarra, hijos y compañía, 1786; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Boy, Jaime. Diccionario teórico, práctico, histórico y geográfico de comercio Vol. I-II-III-IV de la Junta de Comercio de Barcelona. Barcelona: Imprenta Valentín Torrás, 1840.",," 97, 497",http://vocab.getty.edu/aat/300264091,649,,,,,,,,,,,,,,56--Balastri--Nombre con el que se denomina en la zona de Esmirna a los mejores tejidos o brocados de oro fabricados en Venecia
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
60,Basta ,"Paso de un hilo de urdimbre por debajo o por encima de varias tramas contiguas, o de una trama por debajo o por encima de diversos hilos de urdimbre. Véase también ""efecto"".",,"
Del germ. bastjan 'zurcir, coser'. Paso de un hilo de urdimbre por debajo o por encima de varias tramas contiguas, o de una trama por debajo o por encima de diversos hilos de urdimbre","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",,175,http://vocab.getty.edu/aat/300264090,645,,,,,,,,,,,,,,"60--Basta --Paso de un hilo de urdimbre por debajo o por encima de varias tramas contiguas, o de una trama por debajo o por encima de diversos hilos de urdimbre. Véase también ""efecto""."
